EpochTime,3.feed_26.PM25B_UG_M3..3.feed_26.PM25T_UG_M3..3.feed_59665.PM25_640_UG_M3
1495499400,2.0
1495503000,3.0
1495506600,10.0
1495510200,7.0
1495513800,8.0
1495517400,9.0
1495521000,6.0
1495524600,13.0
1495528200,7.0
1495531800,6.0
1495535400,7.0
1495539000,7.0
1495542600,13.0
1495546200,11.0
1495549800,7.0
1495553400,4.0
1495557000,6.0
1495560600,6.0
1495564200,4.0
1495567800,3.0
1495571400,5.0
1495575000,3.0
1495578600,1.0
1495582200,1.0
1495585800,4.0
1495589400,8.0
1495593000,6.0
1495596600,5.0
1495600200,5.0
1495603800,8.0
1495607400,4.0
1495611000,3.0
1495614600,5.0
1495618200,7.0
1495621800,6.0
1495625400,8.0
1495629000,10.0
1495632600,8.0
1495636200,7.0
1495639800,4.0
1495643400,7.0
1495647000,6.0
1495650600,5.0
1495654200,8.0
1495657800,9.0
1495661400,7.0
1495665000,4.0
1495668600,2.0
1495672200,3.0
1495675800,3.0
1495679400,4.0
1495683000,3.0
1495686600,0.0
1495690200,-2.0
1495693800,0.0
1495697400,0.0
1495701000,0.0
1495704600,0.0
1495708200,0.0
1495711800,2.0
1495715400,1.0
1495719000,0.0
1495722600,1.0
1495726200,4.0
1495729800,4.0
1495733400,2.0
1495737000,2.0
1495740600,3.0
1495744200,8.0
1495747800,5.0
1495751400,5.0
1495755000,4.0
1495758600,2.0
1495762200,2.0
1495765800,2.0
1495769400,5.0
1495773000,4.0
1495776600,4.0
1495780200,2.0
1495783800,4.0
1495787400,6.0
1495791000,8.0
1495794600,5.0
1495798200,13.0
1495801800,8.0
1495805400,3.0
1495809000,7.0
1495812600,4.0
1495816200,2.0
1495819800,5.0
1495823400,5.0
1495827000,4.0
1495830600,5.0
1495834200,4.0
1495837800,4.0
1495841400,5.0
1495845000,3.0
1495848600,3.0
1495852200,15.0
1495855800,11.0
1495859400,10.0
1495863000,12.0
1495866600,12.0
1495870200,9.0
1495873800,6.0
1495877400,8.0
1495881000,10.0
1495884600,13.0
1495888200,11.0
1495891800,8.0
1495895400,7.0
1495899000,5.0
1495902600,12.0
1495906200,8.0
1495909800,15.0
1495913400,9.0
1495917000,6.0
1495920600,12.0
1495924200,10.0
1495927800,6.0
1495931400,4.0
1495935000,21.0
1495938600,16.0
1495942200,18.0
1495945800,18.0
1495949400,21.0
1495953000,19.0
1495956600,19.0
1495960200,15.0
1495963800,18.0
1495967400,16.0
1495971000,14.0
1495974600,12.0
1495978200,12.0
1495981800,17.0
1495985400,13.0
1495989000,10.0
1495992600,8.0
1495996200,7.0
1495999800,10.0
1496003400,15.0
1496007000,15.0
1496010600,2.0
1496014200,2.0
1496017800,3.0
1496021400,4.0
1496025000,7.0
1496028600,7.0
1496032200,5.0
1496035800,3.0
1496039400,3.0
1496043000,0.0
1496046600,-2.0
1496050200,3.0
1496053800,6.0
1496057400,3.0
1496061000,0.0
1496064600,1.0
1496068200,3.0
1496071800,8.0
1496075400,9.0
1496079000,8.0
1496082600,6.0
1496086200,4.0
1496089800,4.0
1496093400,4.0
1496097000,4.0
1496100600,2.0
1496104200,3.0
1496107800,5.0
1496111400,6.0
1496115000,8.0
1496118600,8.0
1496122200,10.0
1496125800,10.0
1496129400,9.0
1496133000,9.0
1496136600,9.0
1496140200,9.0
1496143800,9.0
1496147400,10.0
1496151000,16.0
1496158200,7.0
1496161800,15.0
1496165400,15.0
1496169000,8.0
1496172600,5.0
1496176200,3.0
1496179800,6.0
1496183400,4.0
1496187000,3.0
1496190600,3.0
1496194200,4.0
1496197800,6.0
1496201400,4.0
1496205000,7.0
1496208600,9.0
1496212200,10.0
1496215800,11.0
1496219400,9.0
1496223000,8.0
1496226600,18.0
1496230200,11.0
1496233800,13.0
1496237400,11.0
1496241000,9.0
1496244600,10.0
1496248200,7.0
1496251800,3.0
1496255400,3.0
1496259000,2.0
1496262600,3.0
1496266200,3.0
1496269800,4.0
1496273400,5.0
1496277000,6.0
1496280600,5.0
1496284200,2.0
1496287800,3.0
1496291400,9.0
1496295000,8.0
1496298600,6.0
1496302200,10.0
1496305800,9.0
1496309400,8.0
1496313000,11.0
1496316600,8.0
1496320200,12.0
1496323800,9.0
1496327400,5.0
1496331000,6.0
1496334600,9.0
1496338200,8.0
1496341800,9.0
1496345400,10.0
1496349000,7.0
1496352600,4.0
1496356200,6.0
1496359800,4.0
1496363400,4.0
1496367000,9.0
1496370600,6.0
1496374200,11.0
1496377800,15.0
1496381400,11.0
1496385000,12.0
1496388600,12.0
1496392200,11.0
1496395800,12.0
1496399400,14.0
1496403000,18.0
1496406600,27.0
1496410200,6.0
1496413800,7.0
1496417400,12.0
1496421000,13.0
1496424600,6.0
1496428200,3.0
1496431800,8.0
1496435400,6.0
1496439000,4.0
1496442600,8.0
1496446200,10.0
1496449800,7.0
1496453400,10.0
1496457000,13.0
1496460600,16.0
1496464200,20.0
1496467800,19.0
1496478600,13.0
1496482200,12.0
1496485800,10.0
1496489400,11.0
1496493000,18.0
1496496600,11.0
1496500200,12.0
1496503800,7.0
1496507400,5.0
1496511000,9.0
1496514600,8.0
1496518200,13.0
1496521800,10.0
1496525400,8.0
1496529000,5.0
1496532600,5.0
1496536200,6.0
1496539800,9.0
1496543400,19.0
1496547000,12.0
1496550600,11.0
1496554200,16.0
1496557800,15.0
1496561400,14.0
1496565000,20.0
1496568600,19.0
1496572200,20.0
1496575800,22.0
1496579400,16.0
1496583000,13.0
1496586600,16.0
1496590200,14.0
1496593800,16.0
1496597400,10.0
1496601000,9.0
1496604600,10.0
1496608200,13.0
1496611800,17.0
1496615400,11.0
1496619000,19.0
1496622600,11.0
1496626200,12.0
1496629800,8.0
1496633400,8.0
1496637000,8.0
1496640600,11.0
1496644200,10.0
1496647800,10.0
1496651400,14.0
1496655000,9.0
1496658600,16.0
1496662200,11.0
1496665800,9.0
1496669400,7.0
1496673000,10.0
1496676600,13.0
1496680200,11.0
1496683800,9.0
1496687400,10.0
1496691000,11.0
1496694600,10.0
1496698200,9.0
1496701800,7.0
1496705400,8.0
1496709000,5.0
1496712600,0.0
1496716200,0.0
1496719800,2.0
1496723400,2.0
1496727000,2.0
1496730600,4.0
1496734200,5.0
1496737800,4.0
1496741400,7.0
1496745000,6.0
1496748600,5.0
1496752200,7.0
1496755800,5.0
1496759400,3.0
1496763000,4.0
1496766600,5.0
1496770200,6.0
1496773800,4.0
1496777400,6.0
1496781000,2.0
1496784600,8.0
1496788200,7.0
1496791800,4.0
1496795400,0.0
1496799000,1.0
1496802600,1.0
1496806200,0.0
1496809800,5.0
1496813400,3.0
1496817000,2.0
1496820600,3.0
1496824200,1.0
1496827800,2.0
1496831400,2.0
1496835000,3.0
1496838600,4.0
1496842200,1.0
1496845800,2.0
1496849400,4.0
1496853000,3.0
1496856600,2.0
1496860200,1.0
1496863800,1.0
1496867400,2.0
1496871000,0.0
1496874600,0.0
1496878200,1.0
1496881800,2.0
1496885400,5.0
1496889000,3.0
1496892600,4.0
1496896200,4.0
1496899800,7.0
1496903400,6.0
1496907000,4.0
1496910600,4.0
1496914200,6.0
1496917800,6.0
1496921400,6.0
1496925000,5.0
1496928600,6.0
1496932200,7.0
1496935800,6.0
1496939400,5.0
1496943000,3.0
1496946600,4.0
1496950200,7.0
1496953800,6.0
1496957400,3.0
1496961000,4.0
1496964600,4.0
1496968200,6.0
1496971800,5.0
1496975400,7.0
1496979000,12.0
1496982600,14.0
1496986200,12.0
1496989800,9.0
1496993400,12.0
1496997000,8.0
1497000600,11.0
1497004200,14.0
1497007800,15.0
1497011400,13.0
1497015000,14.0
1497018600,10.0
1497022200,8.0
1497025800,4.0
1497029400,9.0
1497033000,8.0
1497036600,8.0
1497040200,5.0
1497043800,4.0
1497047400,15.0
1497051000,10.0
1497054600,8.0
1497058200,10.0
1497061800,13.0
1497065400,8.0
1497069000,7.0
1497072600,7.0
1497076200,10.0
1497079800,10.0
1497083400,11.0
1497087000,9.0
1497090600,10.0
1497094200,13.0
1497097800,11.0
1497101400,11.0
1497105000,13.0
1497108600,12.0
1497112200,17.0
1497115800,11.0
1497119400,11.0
1497123000,12.0
1497126600,15.0
1497130200,12.0
1497133800,11.0
1497137400,10.0
1497141000,11.0
1497144600,7.0
1497148200,11.0
1497151800,10.0
1497155400,8.0
1497159000,7.0
1497162600,9.0
1497166200,13.0
1497169800,13.0
1497173400,10.0
1497177000,10.0
1497180600,13.0
1497184200,13.0
1497187800,19.0
1497191400,5.0
1497195000,11.0
1497198600,14.0
1497202200,20.0
1497205800,13.0
1497209400,15.0
1497213000,18.0
1497216600,9.0
1497220200,12.0
1497223800,10.0
1497227400,7.0
1497231000,8.0
1497234600,17.0
1497238200,13.0
1497241800,19.0
1497245400,24.0
1497249000,15.0
1497252600,17.0
1497256200,19.0
1497259800,21.0
1497263400,15.0
1497267000,18.0
1497270600,17.0
1497274200,20.0
1497277800,21.0
1497281400,13.0
1497285000,12.0
1497288600,17.0
1497292200,15.0
1497295800,17.0
1497299400,12.0
1497303000,14.0
1497306600,10.0
1497310200,10.0
1497313800,6.0
1497317400,10.0
1497321000,13.0
1497324600,13.0
1497328200,18.0
1497331800,17.0
1497335400,13.0
1497339000,15.0
1497342600,15.0
1497346200,7.0
1497349800,17.0
1497353400,20.0
1497357000,17.0
1497360600,25.0
1497364200,24.0
1497367800,20.0
1497371400,23.0
1497375000,21.0
1497378600,13.0
1497382200,5.0
1497385800,3.0
1497389400,1.0
1497393000,1.0
1497396600,7.0
1497400200,12.0
1497403800,12.0
1497407400,14.0
1497411000,13.0
1497414600,9.0
1497418200,5.0
1497421800,3.0
1497425400,13.0
1497429000,9.0
1497432600,13.0
1497436200,11.0
1497439800,12.0
1497443400,15.0
1497447000,15.0
1497450600,16.0
1497454200,23.0
1497457800,23.0
1497461400,15.0
1497465000,21.0
1497468600,16.0
1497472200,5.0
1497475800,14.0
1497479400,10.0
1497483000,13.0
1497486600,13.0
1497490200,13.0
1497493800,17.0
1497497400,18.0
1497501000,17.0
1497504600,21.0
1497508200,15.0
1497511800,13.0
1497515400,10.0
1497519000,9.0
1497522600,7.0
1497526200,6.0
1497529800,12.0
1497533400,13.0
1497537000,14.0
1497540600,13.0
1497544200,10.0
1497547800,10.0
1497551400,8.0
1497555000,12.0
1497558600,3.0
1497562200,-2.0
1497565800,3.0
1497569400,2.0
1497573000,9.0
1497576600,4.0
1497580200,0.0
1497583800,3.0
1497587400,5.0
1497591000,7.0
1497594600,4.0
1497598200,1.0
1497601800,7.0
1497605400,7.0
1497609000,7.0
1497612600,8.0
1497616200,17.0
1497619800,15.0
1497623400,15.0
1497627000,11.0
1497630600,13.0
1497634200,10.0
1497637800,4.0
1497641400,0.0
1497645000,0.0
1497648600,5.0
1497652200,4.0
1497655800,10.0
1497659400,6.0
1497663000,5.0
1497666600,8.0
1497670200,10.0
1497673800,12.0
1497677400,10.0
1497681000,13.0
1497684600,10.0
1497688200,7.0
1497691800,4.0
1497695400,6.0
1497699000,7.0
1497702600,6.0
1497706200,15.0
1497709800,12.0
1497713400,10.0
1497717000,8.0
1497720600,17.0
1497724200,9.0
1497727800,6.0
1497731400,14.0
1497735000,12.0
1497738600,7.0
1497742200,7.0
1497745800,6.0
1497749400,7.0
1497753000,8.0
1497756600,16.0
1497760200,7.0
1497763800,8.0
1497767400,8.0
1497771000,12.0
1497774600,6.0
1497778200,2.0
1497781800,3.0
1497785400,8.0
1497789000,7.0
1497792600,11.0
1497796200,11.0
1497799800,8.0
1497803400,8.0
1497807000,10.0
1497810600,11.0
1497814200,8.0
1497817800,11.0
1497821400,1.0
1497828600,0.0
1497832200,0.0
1497835800,2.0
1497839400,3.0
1497843000,6.0
1497846600,3.0
1497850200,0.0
1497853800,5.0
1497857400,7.0
1497861000,3.0
1497864600,-1.0
1497868200,-1.0
1497871800,2.0
1497875400,1.0
1497879000,-1.0
1497882600,-1.0
1497886200,3.0
1497889800,5.0
1497893400,9.0
1497897000,8.0
1497900600,6.0
1497904200,7.0
1497907800,6.0
1497911400,4.0
1497915000,4.0
1497918600,2.0
1497922200,-1.0
1497925800,3.0
1497929400,2.0
1497933000,1.0
1497936600,4.0
1497940200,2.0
1497943800,0.0
1497947400,2.0
1497951000,4.0
1497954600,4.0
1497958200,5.0
1497961800,5.0
1497965400,8.0
1497969000,6.0
1497972600,5.0
1497976200,5.0
1497979800,6.0
1497983400,4.0
1497987000,1.0
1497990600,1.0
1497994200,2.0
1497997800,2.0
1498001400,7.0
1498005000,6.0
1498008600,8.0
1498012200,5.0
1498015800,4.0
1498019400,7.0
1498023000,6.0
1498026600,6.0
1498030200,6.0
1498033800,7.0
1498037400,8.0
1498041000,7.0
1498044600,8.0
1498048200,13.0
1498051800,11.0
1498055400,15.0
1498059000,11.0
1498062600,6.0
1498066200,8.0
1498069800,5.0
1498073400,14.0
1498077000,11.0
1498080600,7.0
1498084200,9.0
1498087800,10.0
1498091400,8.0
1498095000,14.0
1498098600,14.0
1498102200,12.0
1498105800,15.0
1498109400,7.0
1498113000,14.0
1498116600,12.0
1498120200,10.0
1498123800,7.0
1498127400,8.0
1498131000,16.0
1498134600,25.0
1498138200,17.0
1498141800,20.0
1498145400,23.0
1498149000,17.0
1498152600,22.0
1498156200,18.0
1498159800,17.0
1498163400,17.0
1498167000,13.0
1498170600,13.0
1498174200,13.0
1498177800,13.0
1498181400,13.0
1498185000,12.0
1498188600,11.0
1498192200,7.0
1498195800,7.0
1498199400,3.0
1498203000,2.0
1498206600,5.0
1498210200,4.0
1498213800,1.0
1498217400,2.0
1498221000,1.0
1498224600,-1.0
1498228200,-2.0
1498231800,4.0
1498235400,6.0
1498239000,5.0
1498242600,1.0
1498249800,0.0
1498253400,1.0
1498257000,0.0
1498260600,0.0
1498264200,1.0
1498267800,2.0
1498271400,5.0
1498275000,1.0
1498278600,0.0
1498282200,1.0
1498285800,3.0
1498289400,0.0
1498293000,1.0
1498296600,5.0
1498300200,7.0
1498303800,5.0
1498307400,3.0
1498311000,7.0
1498314600,5.0
1498318200,4.0
1498321800,5.0
1498325400,6.0
1498329000,6.0
1498332600,8.0
1498336200,6.0
1498339800,4.0
1498343400,4.0
1498347000,3.0
1498350600,1.0
1498354200,1.0
1498357800,7.0
1498361400,7.0
1498365000,10.0
1498368600,9.0
1498372200,13.0
1498375800,11.0
1498379400,11.0
1498383000,10.0
1498386600,10.0
1498390200,11.0
1498393800,12.0
1498397400,12.0
1498401000,6.0
1498404600,1.0
1498408200,3.0
1498411800,3.0
1498415400,3.0
1498419000,5.0
1498422600,4.0
1498426200,4.0
1498429800,4.0
1498433400,5.0
1498437000,4.0
1498440600,2.0
1498444200,3.0
1498447800,3.0
1498451400,3.0
1498455000,3.0
1498458600,3.0
1498462200,3.0
1498465800,3.0
1498469400,5.0
1498473000,5.0
1498476600,6.0
1498480200,8.0
1498483800,8.0
1498487400,4.0
1498491000,2.0
1498494600,5.0
1498498200,4.0
1498501800,2.0
1498505400,6.0
1498509000,4.0
1498512600,0.0
1498516200,3.0
1498519800,8.0
1498523400,5.0
1498527000,4.0
1498530600,4.0
1498534200,5.0
1498537800,3.0
1498541400,2.0
1498545000,3.0
1498548600,3.0
1498552200,4.0
1498555800,3.0
1498559400,4.0
1498563000,5.0
1498566600,7.0
1498570200,6.0
1498577400,3.0
1498581000,6.0
1498584600,3.0
1498588200,1.0
1498591800,1.0
1498595400,2.0
1498599000,2.0
1498602600,1.0
1498606200,2.0
1498609800,2.0
1498613400,3.0
1498617000,4.0
1498620600,12.0
1498624200,12.0
1498627800,14.0
1498631400,9.0
1498635000,16.0
1498638600,13.0
1498642200,9.0
1498645800,12.0
1498649400,15.0
1498653000,21.0
1498656600,15.0
1498660200,9.0
1498663800,9.0
1498667400,8.0
1498671000,8.0
1498674600,6.0
1498678200,5.0
1498681800,4.0
1498685400,5.0
1498689000,4.0
1498692600,7.0
1498696200,4.0
1498699800,4.0
1498703400,4.0
1498707000,3.0
1498710600,9.0
1498714200,6.0
1498717800,5.0
1498721400,11.0
1498725000,8.0
1498728600,12.0
1498732200,10.0
1498735800,14.0
1498739400,13.0
1498743000,13.0
1498746600,10.0
1498750200,13.0
1498753800,11.0
1498757400,19.0
1498761000,14.0
1498764600,16.0
1498768200,16.0
1498771800,13.0
1498775400,12.0
1498779000,11.0
1498782600,15.0
1498786200,11.0
1498789800,14.0
1498793400,13.0
1498797000,5.0
1498800600,0.0
1498804200,0.0
1498807800,2.0
1498811400,7.0
1498815000,4.0
1498818600,13.0
1498822200,17.0
1498825800,9.0
1498829400,8.0
1498833000,10.0
1498836600,9.0
1498840200,11.0
1498843800,14.0
1498847400,16.0
1498851000,5.0
1498854600,6.0
1498858200,6.0
1498861800,9.0
1498865400,6.0
1498869000,3.0
1498872600,8.0
1498876200,13.0
1498879800,12.0
1498883400,14.0
1498887000,19.0
1498890600,8.0
1498894200,14.0
1498897800,8.0
1498901400,10.0
1498905000,5.0
1498908600,5.0
1498912200,7.0
1498915800,8.0
1498919400,4.0
1498923000,4.0
1498926600,3.0
1498930200,3.0
1498933800,9.0
1498937400,7.0
1498941000,9.0
1498944600,5.0
1498948200,5.0
1498951800,6.0
1498955400,5.0
1498959000,12.0
1498962600,10.0
1498966200,14.0
1498969800,15.0
1498973400,13.0
1498977000,10.0
1498980600,14.0
1498984200,10.0
1498987800,10.0
1498991400,10.0
1498995000,9.0
1498998600,12.0
1499002200,10.0
1499005800,15.0
1499009400,11.0
1499013000,10.0
1499016600,7.0
1499020200,5.0
1499023800,3.0
1499027400,4.0
1499031000,10.0
1499034600,9.0
1499038200,7.0
1499041800,10.0
1499045400,8.0
1499049000,6.0
1499052600,7.0
1499056200,13.0
1499059800,13.0
1499063400,10.0
1499067000,15.0
1499070600,12.0
1499074200,10.0
1499077800,14.0
1499081400,14.0
1499085000,13.0
1499088600,11.0
1499092200,10.0
1499095800,10.0
1499099400,10.0
1499103000,11.0
1499106600,11.0
1499110200,8.0
1499113800,7.0
1499117400,4.0
1499121000,2.0
1499124600,2.0
1499128200,5.0
1499131800,11.0
1499135400,15.0
1499139000,18.0
1499142600,18.0
1499146200,15.0
1499149800,15.0
1499153400,13.0
1499157000,13.0
1499160600,14.0
1499164200,9.0
1499167800,9.0
1499171400,10.0
1499175000,12.0
1499178600,20.0
1499182200,10.0
1499185800,17.0
1499189400,10.0
1499193000,12.0
1499196600,10.0
1499200200,10.0
1499203800,7.0
1499207400,2.0
1499211000,3.0
1499214600,6.0
1499218200,15.0
1499221800,30.0
1499225400,67.0
1499229000,56.0
1499232600,32.0
1499236200,24.0
1499239800,15.0
1499243400,14.0
1499247000,11.0
1499250600,11.0
1499254200,13.0
1499257800,19.0
1499261400,17.0
1499265000,19.0
1499268600,17.0
1499272200,15.0
1499275800,21.0
1499279400,17.0
1499283000,16.0
1499293800,4.0
1499297400,6.0
1499301000,9.0
1499304600,8.0
1499308200,9.0
1499311800,10.0
1499315400,13.0
1499319000,17.0
1499322600,8.0
1499326200,7.0
1499329800,6.0
1499333400,8.0
1499337000,12.0
1499340600,14.0
1499344200,17.0
1499347800,12.0
1499351400,13.0
1499355000,17.0
1499358600,18.0
1499362200,17.0
1499365800,18.0
1499369400,1.0
1499373000,1.0
1499376600,2.0
1499380200,8.0
1499383800,8.0
1499387400,12.0
1499391000,10.0
1499394600,6.0
1499398200,6.0
1499401800,5.0
1499405400,4.0
1499409000,2.0
1499412600,4.0
1499416200,6.0
1499419800,8.0
1499423400,15.0
1499427000,9.0
1499430600,12.0
1499434200,16.0
1499437800,10.0
1499441400,12.0
1499445000,17.0
1499448600,9.0
1499452200,10.0
1499455800,6.0
1499459400,3.0
1499463000,4.0
1499466600,2.0
1499470200,1.0
1499473800,0.0
1499477400,0.0
1499481000,0.0
1499484600,3.0
1499488200,3.0
1499491800,2.0
1499495400,3.0
1499499000,3.0
1499502600,9.0
1499506200,6.0
1499509800,4.0
1499513400,2.0
1499517000,3.0
1499520600,11.0
1499524200,8.0
1499527800,10.0
1499531400,16.0
1499535000,9.0
1499538600,9.0
1499542200,7.0
1499549400,8.0
1499553000,7.0
1499556600,7.0
1499560200,9.0
1499563800,9.0
1499567400,13.0
1499571000,10.0
1499574600,14.0
1499578200,13.0
1499581800,14.0
1499585400,12.0
1499589000,15.0
1499592600,12.0
1499596200,11.0
1499599800,16.0
1499603400,17.0
1499607000,16.0
1499610600,10.0
1499614200,10.0
1499617800,8.0
1499621400,5.0
1499625000,10.0
1499628600,8.0
1499632200,11.0
1499635800,7.0
1499639400,4.0
1499643000,6.0
1499646600,6.0
1499650200,5.0
1499653800,8.0
1499657400,9.0
1499661000,15.0
1499664600,10.0
1499668200,8.0
1499671800,13.0
1499675400,12.0
1499679000,13.0
1499682600,17.0
1499686200,17.0
1499689800,18.0
1499693400,15.0
1499697000,11.0
1499700600,16.0
1499704200,9.0
1499707800,7.0
1499711400,7.0
1499715000,6.0
1499718600,5.0
1499722200,3.0
1499725800,5.0
1499729400,10.0
1499733000,6.0
1499736600,3.0
1499740200,3.0
1499743800,2.0
1499747400,4.0
1499751000,4.0
1499754600,5.0
1499758200,6.0
1499761800,4.0
1499765400,15.0
1499769000,9.0
1499772600,10.0
1499776200,10.0
1499779800,9.0
1499783400,11.0
1499787000,8.0
1499790600,8.0
1499794200,9.0
1499797800,6.0
1499801400,15.0
1499805000,11.0
1499808600,14.0
1499812200,5.0
1499815800,-1.0
1499819400,3.0
1499823000,9.0
1499826600,10.0
1499830200,11.0
1499833800,7.0
1499837400,5.0
1499841000,5.0
1499844600,9.0
1499848200,8.0
1499851800,11.0
1499855400,11.0
1499859000,14.0
1499862600,13.0
1499866200,20.0
1499869800,13.0
1499873400,10.0
1499877000,14.0
1499880600,21.0
1499884200,14.0
1499887800,16.0
1499891400,13.0
1499895000,13.0
1499898600,10.0
1499902200,8.0
1499905800,9.0
1499909400,16.0
1499913000,13.0
1499916600,20.0
1499920200,14.0
1499923800,12.0
1499927400,19.0
1499931000,8.0
1499934600,15.0
1499938200,12.0
1499941800,14.0
1499945400,11.0
1499949000,20.0
1499952600,11.0
1499956200,10.0
1499959800,10.0
1499963400,8.0
1499967000,16.0
1499970600,9.0
1499974200,6.0
1499977800,6.0
1499981400,5.0
1499985000,3.0
1499988600,4.0
1499992200,4.0
1499995800,5.0
1499999400,6.0
1500003000,4.0
1500006600,3.0
1500010200,6.0
1500013800,4.0
1500017400,11.0
1500021000,15.0
1500024600,11.0
1500028200,11.0
1500031800,9.0
1500035400,12.0
1500039000,9.0
1500042600,8.0
1500046200,8.0
1500049800,10.0
1500053400,10.0
1500057000,9.0
1500060600,17.0
1500064200,11.0
1500067800,9.0
1500071400,6.0
1500075000,9.0
1500078600,17.0
1500082200,7.0
1500085800,12.0
1500089400,10.0
1500093000,9.0
1500096600,10.0
1500100200,9.0
1500103800,7.0
1500107400,5.0
1500111000,4.0
1500114600,4.0
1500118200,2.0
1500121800,2.0
1500125400,4.0
1500129000,4.0
1500132600,4.0
1500136200,6.0
1500139800,9.0
1500143400,7.0
1500147000,6.0
1500150600,12.0
1500154200,9.0
1500157800,9.0
1500161400,8.0
1500165000,8.0
1500168600,6.0
1500172200,10.0
1500175800,16.0
1500179400,11.0
1500183000,15.0
1500186600,13.0
1500190200,19.0
1500193800,13.0
1500197400,11.0
1500201000,17.0
1500204600,13.0
1500208200,19.0
1500211800,17.0
1500215400,10.0
1500219000,14.0
1500222600,13.0
1500226200,9.0
1500229800,9.0
1500233400,8.0
1500237000,8.0
1500240600,9.0
1500244200,7.0
1500247800,8.0
1500251400,6.0
1500255000,8.0
1500258600,15.0
1500262200,11.0
1500265800,10.0
1500269400,8.0
1500273000,12.0
1500276600,16.0
1500280200,10.0
1500283800,12.0
1500287400,14.0
1500291000,18.0
1500294600,24.0
1500298200,16.0
1500301800,22.0
1500305400,16.0
1500309000,14.0
1500312600,25.0
1500316200,21.0
1500319800,11.0
1500323400,16.0
1500327000,13.0
1500330600,11.0
1500334200,15.0
1500337800,12.0
1500341400,9.0
1500345000,8.0
1500348600,11.0
1500352200,10.0
1500355800,14.0
1500359400,9.0
1500363000,11.0
1500366600,10.0
1500370200,7.0
1500373800,7.0
1500377400,8.0
1500381000,9.0
1500384600,14.0
1500388200,19.0
1500391800,18.0
1500399000,13.0
1500402600,17.0
1500406200,12.0
1500409800,19.0
1500413400,14.0
1500417000,17.0
1500420600,15.0
1500424200,10.0
1500427800,17.0
1500431400,12.0
1500435000,18.0
1500438600,19.0
1500442200,28.0
1500445800,15.0
1500449400,15.0
1500453000,20.0
1500456600,16.0
1500460200,15.0
1500463800,20.0
1500467400,28.0
1500471000,31.0
1500474600,30.0
1500478200,25.0
1500481800,15.0
1500485400,17.0
1500489000,14.0
1500492600,19.0
1500496200,23.0
1500499800,21.0
1500503400,19.0
1500507000,17.0
1500510600,9.0
1500514200,15.0
1500517800,22.0
1500521400,16.0
1500525000,22.0
1500528600,20.0
1500532200,16.0
1500535800,25.0
1500539400,17.0
1500543000,18.0
1500546600,20.0
1500550200,21.0
1500553800,27.0
1500557400,26.0
1500561000,22.0
1500564600,13.0
1500568200,18.0
1500571800,11.0
1500575400,12.0
1500579000,13.0
1500582600,15.0
1500586200,9.0
1500589800,3.0
1500593400,1.0
1500597000,5.0
1500600600,6.0
1500604200,11.0
1500607800,8.0
1500611400,6.0
1500615000,7.0
1500618600,6.0
1500622200,12.0
1500625800,11.0
1500629400,11.0
1500633000,6.0
1500636600,10.0
1500640200,15.0
1500643800,13.0
1500647400,19.0
1500651000,14.0
1500654600,21.0
1500658200,16.0
1500661800,15.0
1500665400,10.0
1500669000,13.0
1500672600,14.0
1500676200,9.0
1500679800,6.0
1500683400,15.0
1500687000,10.0
1500690600,5.0
1500694200,13.0
1500697800,17.0
1500701400,11.0
1500705000,8.0
1500708600,21.0
1500712200,16.0
1500715800,20.0
1500719400,12.0
1500723000,10.0
1500726600,21.0
1500730200,16.0
1500733800,19.0
1500737400,3.0
1500741000,4.0
1500744600,1.0
1500748200,3.0
1500751800,7.0
1500755400,7.0
1500759000,10.0
1500762600,10.0
1500766200,7.0
1500769800,6.0
1500773400,6.0
1500777000,4.0
1500780600,3.0
1500784200,11.0
1500787800,16.0
1500791400,9.0
1500795000,9.0
1500798600,12.0
1500802200,13.0
1500805800,14.0
1500809400,16.0
1500813000,20.0
1500816600,14.0
1500820200,15.0
1500823800,10.0
1500827400,16.0
1500831000,3.0
1500834600,2.0
1500838200,1.0
1500841800,1.0
1500845400,6.0
1500849000,10.0
1500852600,7.0
1500856200,2.0
1500859800,0.0
1500863400,3.0
1500867000,3.0
1500870600,1.0
1500874200,0.0
1500877800,0.0
1500881400,5.0
1500885000,5.0
1500888600,4.0
1500892200,6.0
1500895800,4.0
1500899400,1.0
1500903000,4.0
1500906600,7.0
1500910200,15.0
1500913800,13.0
1500917400,13.0
1500921000,11.0
1500924600,15.0
1500928200,13.0
1500931800,10.0
1500935400,9.0
1500939000,5.0
1500942600,2.0
1500946200,1.0
1500949800,6.0
1500953400,5.0
1500957000,1.0
1500960600,1.0
1500964200,2.0
1500967800,4.0
1500971400,7.0
1500975000,7.0
1500978600,4.0
1500982200,3.0
1500985800,6.0
1500989400,3.0
1500993000,3.0
1500996600,3.0
1501000200,4.0
1501003800,4.0
1501007400,3.0
1501011000,3.0
1501014600,9.0
1501018200,10.0
1501021800,7.0
1501025400,3.0
1501029000,3.0
1501032600,4.0
1501036200,8.0
1501039800,12.0
1501043400,9.0
1501047000,7.0
1501050600,5.0
1501054200,6.0
1501057800,6.0
1501061400,3.0
1501065000,7.0
1501068600,9.0
1501072200,11.0
1501075800,8.0
1501086600,6.0
1501090200,14.0
1501162200,18.0
1501165800,21.0
1501169400,16.0
1501173000,20.0
1501176600,12.0
